名称	ItemGenre	DetailType	ParticularType	动画文件名	对应物件索引	宽度	高度	说明文字	五行属性	价格	等级	是否叠放	脚本名(参数1)	技能ID(参数1)	参数2(释法类型)	参数3(是否广播)	参数4(是否有等级概念)	参数5(是否快捷键废)	使用后是否消失	金币	是否可放快捷栏	是否有属性	是否立即使用	要求等级相同	要求五行相同	要求幸运相同	要求MagicLevel1相同	要求MagicLevel2相同	要求MagicLevel3相同	要求MagicLevel4相同	要求MagicLevel5相同	要求MagicLevel6相同
同伴修练任务卷轴62	2	1	508	\spr\item\script\item_huangjintupu.spr	38	1	1	去青城山杀金雕100只,同伴等级要求不低于35级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴63	2	1	509	\spr\item\script\item_huangjintupu.spr	38	1	1	去青城山杀金雕150只,同伴等级要求不低于35级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴64	2	1	510	\spr\item\script\item_huangjintupu.spr	38	1	1	去白云洞迷宫杀流浪50个,同伴等级要求不低于25级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴65	2	1	511	\spr\item\script\item_huangjintupu.spr	38	1	1	去白云洞迷宫杀流浪100个,同伴等级要求不低于25级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴66	2	1	512	\spr\item\script\item_huangjintupu.spr	38	1	1	去白云洞迷宫杀流浪150个,同伴等级要求不低于25级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴67	2	1	513	\spr\item\script\item_huangjintupu.spr	38	1	1	去神仙洞迷宫杀长刀50个,同伴等级要求不低于35级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴68	2	1	514	\spr\item\script\item_huangjintupu.spr	38	1	1	去神仙洞迷宫杀长刀100个,同伴等级要求不低于35级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴69	2	1	515	\spr\item\script\item_huangjintupu.spr	38	1	1	去神仙洞迷宫杀长刀150个,同伴等级要求不低于35级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴70	2	1	516	\spr\item\script\item_huangjintupu.spr	38	1	1	去响水洞迷宫杀蓝巾50个,同伴等级要求不低于45级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴71	2	1	517	\spr\item\script\item_huangjintupu.spr	38	1	1	去响水洞迷宫杀蓝巾100个,同伴等级要求不低于45级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴72	2	1	518	\spr\item\script\item_huangjintupu.spr	38	1	1	去响水洞迷宫杀蓝巾150个,同伴等级要求不低于45级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴73	2	1	519	\spr\item\script\item_huangjintupu.spr	38	1	1	去唐门外杀马猴50只,同伴等级要求不低于5级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴74	2	1	520	\spr\item\script\item_huangjintupu.spr	38	1	1	去唐门外杀马猴100只,同伴等级要求不低于5级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴75	2	1	521	\spr\item\script\item_huangjintupu.spr	38	1	1	去唐门外杀马猴150只,同伴等级要求不低于5级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴76	2	1	522	\spr\item\script\item_huangjintupu.spr	38	1	1	去芙蓉洞迷宫杀飞镰50个,同伴等级要求不低于75级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴77	2	1	523	\spr\item\script\item_huangjintupu.spr	38	1	1	去芙蓉洞迷宫杀飞镰100个,同伴等级要求不低于75级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴78	2	1	524	\spr\item\script\item_huangjintupu.spr	38	1	1	去芙蓉洞迷宫杀飞镰150个,同伴等级要求不低于75级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴79	2	1	525	\spr\item\script\item_huangjintupu.spr	38	1	1	去汴京城外杀刺猬50只,同伴等级要求不低于5级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴80	2	1	526	\spr\item\script\item_huangjintupu.spr	38	1	1	去汴京城外杀刺猬100只,同伴等级要求不低于5级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴81	2	1	527	\spr\item\script\item_huangjintupu.spr	38	1	1	去汴京城外杀刺猬150只,同伴等级要求不低于5级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴82	2	1	528	\spr\item\script\item_huangjintupu.spr	38	1	1	去铁塔迷宫一层杀刀兵50个,同伴等级要求不低于45级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴83	2	1	529	\spr\item\script\item_huangjintupu.spr	38	1	1	去铁塔迷宫一层杀刀兵100个,同伴等级要求不低于45级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴84	2	1	530	\spr\item\script\item_huangjintupu.spr	38	1	1	去铁塔迷宫一层杀刀兵150个,同伴等级要求不低于45级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴85	2	1	531	\spr\item\script\item_huangjintupu.spr	38	1	1	去铁塔迷宫二层杀枪兵50个,同伴等级要求不低于45级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴86	2	1	532	\spr\item\script\item_huangjintupu.spr	38	1	1	去铁塔迷宫二层杀枪兵50个,同伴等级要求不低于45级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴87	2	1	533	\spr\item\script\item_huangjintupu.spr	38	1	1	去铁塔迷宫二层杀枪兵50个,同伴等级要求不低于45级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴88	2	1	534	\spr\item\script\item_huangjintupu.spr	38	1	1	去伏牛山西杀青狼50只,同伴等级要求不低于35级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴89	2	1	535	\spr\item\script\item_huangjintupu.spr	38	1	1	去伏牛山西杀青狼100只,同伴等级要求不低于35级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴90	2	1	536	\spr\item\script\item_huangjintupu.spr	38	1	1	去伏牛山西杀青狼150只,同伴等级要求不低于35级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴91	2	1	537	\spr\item\script\item_huangjintupu.spr	38	1	1	去天心洞迷宫杀断戟50个,同伴等级要求不低于45级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴92	2	1	538	\spr\item\script\item_huangjintupu.spr	38	1	1	去天心洞迷宫杀断戟100个,同伴等级要求不低于45级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴93	2	1	539	\spr\item\script\item_huangjintupu.spr	38	1	1	去天心洞迷宫杀断戟150个,同伴等级要求不低于45级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴94	2	1	540	\spr\item\script\item_huangjintupu.spr	38	1	1	去剑阁中原杀灰狼50只,同伴等级要求不低于15级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴95	2	1	541	\spr\item\script\item_huangjintupu.spr	38	1	1	去剑阁中原杀灰狼100只,同伴等级要求不低于15级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴96	2	1	542	\spr\item\script\item_huangjintupu.spr	38	1	1	去剑阁中原杀灰狼150只,同伴等级要求不低于15级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴97	2	1	543	\spr\item\script\item_huangjintupu.spr	38	1	1	去天忍教室外杀刺猬50只,同伴等级要求不低于5级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴98	2	1	544	\spr\item\script\item_huangjintupu.spr	38	1	1	去天忍教室外杀刺猬100只,同伴等级要求不低于5级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴99	2	1	545	\spr\item\script\item_huangjintupu.spr	38	1	1	去天忍教室外杀刺猬150只,同伴等级要求不低于5级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴100	2	1	546	\spr\item\script\item_huangjintupu.spr	38	1	1	去天忍教室内第一层杀蝙蝠50只,同伴等级要求不低于5级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴101	2	1	547	\spr\item\script\item_huangjintupu.spr	38	1	1	去天忍教室内第一层杀蝙蝠100只,同伴等级要求不低于5级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴102	2	1	548	\spr\item\script\item_huangjintupu.spr	38	1	1	去天忍教室内第一层杀蝙蝠150只,同伴等级要求不低于5级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴103	2	1	549	\spr\item\script\item_huangjintupu.spr	38	1	1	去七杀洞迷宫杀莽汉50个,同伴等级要求不低于5级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴104	2	1	550	\spr\item\script\item_huangjintupu.spr	38	1	1	去七杀洞迷宫杀莽汉100个,同伴等级要求不低于5级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴105	2	1	551	\spr\item\script\item_huangjintupu.spr	38	1	1	去七杀洞迷宫杀莽汉150个,同伴等级要求不低于5级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴106	2	1	552	\spr\item\script\item_huangjintupu.spr	38	1	1	去朱仙镇外杀白猪50只,同伴等级要求不低于1级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴107	2	1	553	\spr\item\script\item_huangjintupu.spr	38	1	1	去朱仙镇外杀白猪100只,同伴等级要求不低于1级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴108	2	1	554	\spr\item\script\item_huangjintupu.spr	38	1	1	去朱仙镇外杀白猪150只,同伴等级要求不低于1级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴109	2	1	555	\spr\item\script\item_huangjintupu.spr	38	1	1	去巴陵县外杀金猫50只,同伴等级要求不低于1级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴110	2	1	556	\spr\item\script\item_huangjintupu.spr	38	1	1	去巴陵县外杀金猫100只,同伴等级要求不低于1级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴111	2	1	557	\spr\item\script\item_huangjintupu.spr	38	1	1	去巴陵县外杀金猫150只,同伴等级要求不低于1级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴112	2	1	558	\spr\item\script\item_huangjintupu.spr	38	1	1	去南岳镇外杀刺猬50只,同伴等级要求不低于5级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴113	2	1	559	\spr\item\script\item_huangjintupu.spr	38	1	1	去南岳镇外杀刺猬100只,同伴等级要求不低于5级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴114	2	1	560	\spr\item\script\item_huangjintupu.spr	38	1	1	去南岳镇外杀刺猬150只,同伴等级要求不低于5级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴115	2	1	561	\spr\item\script\item_huangjintupu.spr	38	1	1	去桃花源杀梅花鹿50只,同伴等级要求不低于65级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴116	2	1	562	\spr\item\script\item_huangjintupu.spr	38	1	1	去桃花源杀梅花鹿100只,同伴等级要求不低于65级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴117	2	1	563	\spr\item\script\item_huangjintupu.spr	38	1	1	去桃花源杀梅花鹿150只,同伴等级要求不低于65级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴118	2	1	564	\spr\item\script\item_huangjintupu.spr	38	1	1	去衡山派外杀金雕50只,同伴等级要求不低于55级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴119	2	1	565	\spr\item\script\item_huangjintupu.spr	38	1	1	去衡山派外杀金雕100只,同伴等级要求不低于55级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴120	2	1	566	\spr\item\script\item_huangjintupu.spr	38	1	1	去衡山派外杀金雕150只,同伴等级要求不低于55级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴121	2	1	567	\spr\item\script\item_huangjintupu.spr	38	1	1	去天王岛山洞杀金猫50只,同伴等级要求不低于5级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴122	2	1	568	\spr\item\script\item_huangjintupu.spr	38	1	1	去天王岛山洞杀金猫100只,同伴等级要求不低于5级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴123	2	1	569	\spr\item\script\item_huangjintupu.spr	38	1	1	去天王岛山洞杀金猫150只,同伴等级要求不低于5级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴124	2	1	570	\spr\item\script\item_huangjintupu.spr	38	1	1	去洞庭湖底山洞一层杀鳄鱼50只,同伴等级要求不低于45级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴125	2	1	571	\spr\item\script\item_huangjintupu.spr	38	1	1	去洞庭湖底山洞一层杀鳄鱼100只,同伴等级要求不低于45级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴126	2	1	572	\spr\item\script\item_huangjintupu.spr	38	1	1	去洞庭湖底山洞一层杀鳄鱼150只,同伴等级要求不低于45级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴127	2	1	573	\spr\item\script\item_huangjintupu.spr	38	1	1	去青螺岛杀蓝巾50个,同伴等级要求不低于55级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴128	2	1	574	\spr\item\script\item_huangjintupu.spr	38	1	1	去青螺岛杀蓝巾100个,同伴等级要求不低于55级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴129	2	1	575	\spr\item\script\item_huangjintupu.spr	38	1	1	去青螺岛杀蓝巾150个,同伴等级要求不低于55级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴130	2	1	576	\spr\item\script\item_huangjintupu.spr	38	1	1	去青螺岛山洞杀铁爪50个,同伴等级要求不低于65级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴131	2	1	577	\spr\item\script\item_huangjintupu.spr	38	1	1	去青螺岛山洞杀铁爪100个,同伴等级要求不低于65级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴132	2	1	578	\spr\item\script\item_huangjintupu.spr	38	1	1	去青螺岛山洞杀铁爪150个,同伴等级要求不低于65级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴133	2	1	579	\spr\item\script\item_huangjintupu.spr	38	1	1	去武陵山杀苍鹰50只,同伴等级要求不低于15级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴134	2	1	580	\spr\item\script\item_huangjintupu.spr	38	1	1	去武陵山杀苍鹰100只,同伴等级要求不低于15级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴135	2	1	581	\spr\item\script\item_huangjintupu.spr	38	1	1	去武陵山杀苍鹰150只,同伴等级要求不低于15级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴136	2	1	582	\spr\item\script\item_huangjintupu.spr	38	1	1	去白水洞迷宫杀铜锤50个,同伴等级要求不低于15级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴137	2	1	583	\spr\item\script\item_huangjintupu.spr	38	1	1	去白水洞迷宫杀铜锤100个,同伴等级要求不低于15级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴138	2	1	584	\spr\item\script\item_huangjintupu.spr	38	1	1	去白水洞迷宫杀铜锤150个,同伴等级要求不低于15级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴139	2	1	585	\spr\item\script\item_huangjintupu.spr	38	1	1	去大酋洞迷宫杀铜锤50个,同伴等级要求不低于65级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴140	2	1	586	\spr\item\script\item_huangjintupu.spr	38	1	1	去大酋洞迷宫杀铜锤100个,同伴等级要求不低于65级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴141	2	1	587	\spr\item\script\item_huangjintupu.spr	38	1	1	去大酋洞迷宫杀铜锤150个,同伴等级要求不低于65级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴142	2	1	588	\spr\item\script\item_huangjintupu.spr	38	1	1	去伏流洞迷宫杀鳄鱼50只,同伴等级要求不低于15级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴143	2	1	589	\spr\item\script\item_huangjintupu.spr	38	1	1	去伏流洞迷宫杀鳄鱼100只,同伴等级要求不低于15级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴144	2	1	590	\spr\item\script\item_huangjintupu.spr	38	1	1	去伏流洞迷宫杀鳄鱼150只,同伴等级要求不低于15级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴145	2	1	591	\spr\item\script\item_huangjintupu.spr	38	1	1	去苗岭杀野牛50只,同伴等级要求不低于25级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴146	2	1	592	\spr\item\script\item_huangjintupu.spr	38	1	1	去苗岭杀野牛100只,同伴等级要求不低于25级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴147	2	1	593	\spr\item\script\item_huangjintupu.spr	38	1	1	去苗岭杀野牛150只,同伴等级要求不低于25级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴148	2	1	594	\spr\item\script\item_huangjintupu.spr	38	1	1	去蚩尤洞迷宫杀狼棒50个,同伴等级要求不低于85级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴149	2	1	595	\spr\item\script\item_huangjintupu.spr	38	1	1	去蚩尤洞迷宫杀狼棒100个,同伴等级要求不低于85级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴150	2	1	596	\spr\item\script\item_huangjintupu.spr	38	1	1	去蚩尤洞迷宫杀狼棒150个,同伴等级要求不低于85级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴151	2	1	597	\spr\item\script\item_huangjintupu.spr	38	1	1	去山宝洞迷宫杀火炎虎50只,同伴等级要求不低于65级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴152	2	1	598	\spr\item\script\item_huangjintupu.spr	38	1	1	去山宝洞迷宫杀火炎虎100只,同伴等级要求不低于65级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴153	2	1	599	\spr\item\script\item_huangjintupu.spr	38	1	1	去山宝洞迷宫杀火炎虎150只,同伴等级要求不低于65级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴154	2	1	600	\spr\item\script\item_huangjintupu.spr	38	1	1	去燕子洞迷宫杀蝙蝠50只,同伴等级要求不低于25级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴155	2	1	601	\spr\item\script\item_huangjintupu.spr	38	1	1	去燕子洞迷宫杀蝙蝠100只,同伴等级要求不低于25级.		100	1	0	\script\mineitem\reward_partner.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
